,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Customer_ID
3430,110,2,716.0,2,1,3,213,6,REGULARS,17029.0
3431,63,11,146.87,2,1,1,211,4,LIGHT,17030.0
3432,11,22,380.35,4,2,2,422,8,ACTIVE,17031.0
3433,85,28,1030.1399999999999,2,2,3,223,7,REGULARS,17033.0
3434,15,30,745.5200000000001,4,2,3,423,9,ACTIVE,17034.0
3435,245,28,433.53,1,2,2,122,5,LOST,17035.0
3436,87,75,1267.3199999999997,2,3,3,233,8,REGULARS,17037.0
3437,29,22,112.40000000000003,3,2,1,321,6,LIGHT,17038.0
3438,137,15,449.7299999999999,2,1,2,212,5,REGULARS,17040.0
3439,26,70,1081.5700000000002,3,3,3,333,9,REGULARS,17041.0
3440,2,98,1044.3800000000003,4,4,3,443,11,LOYAL,17042.0
3441,31,102,1735.1799999999998,3,4,4,344,11,BIG SPENDER,17043.0
3442,24,6,948.48,3,1,3,313,7,REGULARS,17044.0
3443,112,22,339.44,2,2,2,222,6,REGULARS,17045.0
3444,156,22,642.0199999999999,1,2,2,122,5,LOST,17046.0
3445,84,65,1100.9,2,3,3,233,8,REGULARS,17047.0
3446,117,43,925.3499999999999,2,3,3,233,8,REGULARS,17048.0
3447,2,318,5659.980000000006,4,4,4,444,12,STARS,17049.0
3448,95,316,3228.8399999999992,2,4,4,244,10,BIG SPENDER,17050.0
3449,193,43,247.14,1,3,1,131,5,LOST,17051.0
3450,27,92,413.75000000000006,3,3,2,332,8,REGULARS,17052.0
3451,130,13,498.47999999999996,2,1,2,212,5,REGULARS,17053.0
3452,27,83,1356.3300000000004,3,3,3,333,9,REGULARS,17054.0
3453,81,62,1179.8899999999999,2,3,3,233,8,REGULARS,17058.0
3454,29,516,3095.0399999999995,3,4,4,344,11,BIG SPENDER,17059.0
3455,265,5,234.24,1,1,1,111,3,LOST,17060.0
3456,73,99,5232.23,2,4,4,244,10,BIG SPENDER,17061.0
3457,313,70,538.37,1,3,2,132,6,LOST,17062.0
3458,20,78,1461.1399999999996,3,3,3,333,9,REGULARS,17063.0
3459,58,62,859.3500000000003,2,3,3,233,8,REGULARS,17064.0
3460,11,296,4552.140000000004,4,4,4,444,12,STARS,17068.0
3461,27,143,2709.7000000000007,3,4,4,344,11,BIG SPENDER,17069.0
3462,113,64,312.13999999999993,2,3,2,232,7,REGULARS,17070.0
3463,27,140,2429.0300000000007,3,4,4,344,11,BIG SPENDER,17071.0
3464,17,174,1446.09,4,4,3,443,11,LOYAL,17073.0
3465,17,77,834.1200000000002,4,3,3,433,10,ACTIVE,17075.0
3466,35,25,841.08,3,2,3,323,8,REGULARS,17076.0
3467,35,28,378.2000000000001,3,2,2,322,7,REGULARS,17078.0
3468,77,2,118.80000000000001,2,1,1,211,4,LIGHT,17079.0
3469,21,8,287.62,3,1,1,311,5,LIGHT,17080.0
3470,24,64,290.1600000000001,3,3,1,331,7,LIGHT,17081.0
3471,32,81,2003.8500000000008,3,3,4,334,10,BIG SPENDER,17082.0
3472,108,52,1405.7799999999995,2,3,3,233,8,REGULARS,17083.0
3473,34,162,2949.7500000000014,3,4,4,344,11,BIG SPENDER,17084.0
3474,122,187,1566.65,2,4,3,243,9,LOYAL,17085.0
3475,6,96,2050.079999999999,4,3,4,434,11,BIG SPENDER,17086.0
3476,27,115,1991.009999999999,3,4,4,344,11,BIG SPENDER,17088.0
3477,3,63,2043.950000000001,4,3,4,434,11,BIG SPENDER,17090.0
3478,2,195,3827.760000000002,4,4,4,444,12,STARS,17091.0
3479,49,125,1777.7800000000007,3,4,4,344,11,BIG SPENDER,17092.0
3480,321,14,301.99999999999994,1,1,1,111,3,LOST,17094.0
3481,22,74,1324.159999999999,3,3,3,333,9,REGULARS,17095.0
3482,14,48,1022.1300000000003,4,3,3,433,10,ACTIVE,17096.0
3483,1,211,954.4199999999997,4,4,3,443,11,LOYAL,17097.0
3484,17,65,971.74,4,3,3,433,10,ACTIVE,17100.0
3485,9,42,1621.7299999999998,4,3,4,434,11,BIG SPENDER,17101.0
3486,261,1,25.5,1,1,1,111,3,LOST,17102.0
3487,158,90,665.7800000000004,1,3,3,133,7,LOST,17105.0
3488,32,418,10815.429999999995,3,4,4,344,11,BIG SPENDER,17107.0
3489,28,117,885.04,3,4,3,343,10,LOYAL,17109.0
3490,164,12,163.29999999999998,1,1,1,111,3,LOST,17110.0
3491,46,30,248.60999999999999,3,2,1,321,6,LIGHT,17111.0
3492,5,127,808.6199999999997,4,4,3,443,11,LOYAL,17114.0
3493,7,39,837.4999999999999,4,2,3,423,9,ACTIVE,17115.0
3494,287,9,116.19999999999997,1,1,1,111,3,LOST,17117.0
3495,317,10,157.02,1,1,1,111,3,LOST,17118.0
3496,2,35,606.91,4,2,2,422,8,ACTIVE,17119.0
3497,232,18,307.46,1,2,2,122,5,LOST,17120.0
3498,118,7,138.32,2,1,1,211,4,LIGHT,17122.0
3499,161,9,345.29999999999995,1,1,2,112,4,LOST,17123.0
3500,184,32,298.89000000000004,1,2,1,121,4,LOST,17124.0
3501,49,40,259.34999999999997,3,3,1,331,7,LIGHT,17125.0
3502,151,260,1004.7499999999999,1,4,3,143,8,LOYAL,17126.0
3503,334,14,157.09,1,1,1,111,3,LOST,17128.0
3504,4,134,2463.170000000001,4,4,4,444,12,STARS,17131.0
3505,15,27,4892.240000000001,4,2,4,424,10,BIG SPENDER,17133.0
3506,106,24,424.99999999999994,2,2,2,222,6,REGULARS,17134.0
3507,15,52,1139.7299999999998,4,3,3,433,10,ACTIVE,17135.0
3508,275,24,380.5,1,2,2,122,5,LOST,17138.0
3509,15,478,10668.469999999988,4,4,4,444,12,STARS,17139.0
3510,246,20,465.32,1,2,2,122,5,LOST,17140.0
3511,238,15,579.0,1,1,2,112,4,LOST,17142.0
3512,0,48,984.5699999999998,4,3,3,433,10,ACTIVE,17144.0
3513,105,35,749.78,2,2,3,223,7,REGULARS,17146.0
3514,22,81,1714.5900000000001,3,3,4,334,10,BIG SPENDER,17147.0
3515,51,9,124.88,2,1,1,211,4,LIGHT,17148.0
3516,194,14,1689.5,1,1,4,114,6,BIG SPENDER,17152.0
3517,23,14,213.77999999999997,3,1,1,311,5,LIGHT,17153.0
3518,74,23,329.34000000000003,2,2,2,222,6,REGULARS,17154.0
3519,17,20,251.69999999999996,4,2,1,421,7,ACTIVE,17155.0
3520,7,13,319.0,4,1,2,412,7,ACTIVE,17157.0
3521,31,67,1266.9699999999993,3,3,3,333,9,REGULARS,17158.0
3522,21,101,1538.88,3,4,3,343,10,LOYAL,17159.0
3523,30,229,3518.0299999999993,3,4,4,344,11,BIG SPENDER,17160.0
3524,28,104,1715.4599999999996,3,4,4,344,11,BIG SPENDER,17162.0
3525,21,5,293.1,3,1,1,311,5,LIGHT,17163.0
3526,32,144,2467.350000000001,3,4,4,344,11,BIG SPENDER,17164.0
3527,283,10,158.68,1,1,1,111,3,LOST,17165.0
3528,38,12,206.33999999999997,3,1,1,311,5,LIGHT,17166.0
3529,57,54,835.7800000000004,2,3,3,233,8,REGULARS,17169.0
3530,288,16,224.90999999999997,1,1,1,111,3,LOST,17171.0
3531,78,15,317.76,2,1,2,212,5,REGULARS,17172.0
3532,4,86,3766.5999999999985,4,3,4,434,11,BIG SPENDER,17173.0
3533,217,4,59.9,1,1,1,111,3,LOST,17174.0
3534,43,63,1443.6900000000003,3,3,3,333,9,REGULARS,17175.0
3535,201,15,306.13,1,1,2,112,4,LOST,17176.0
3536,177,80,711.79,1,3,3,133,7,LOST,17179.0
3537,55,128,796.0300000000002,2,4,3,243,9,LOYAL,17180.0
3538,56,23,239.91999999999996,2,2,1,221,5,LIGHT,17181.0
3539,7,73,3347.309999999999,4,3,4,434,11,BIG SPENDER,17183.0
3540,46,2,144.0,3,1,1,311,5,LIGHT,17186.0
3541,226,10,203.95,1,1,1,111,3,LOST,17187.0
3542,10,84,2474.23,4,3,4,434,11,BIG SPENDER,17188.0
3543,105,61,384.3999999999999,2,3,2,232,7,REGULARS,17189.0
3544,58,19,444.74,2,2,2,222,6,REGULARS,17190.0
3545,27,237,2095.1300000000015,3,4,4,344,11,BIG SPENDER,17191.0
3546,35,32,1699.3000000000004,3,2,4,324,9,BIG SPENDER,17193.0
3547,273,29,262.62,1,2,1,121,4,LOST,17194.0
3548,29,29,1013.01,3,2,3,323,8,REGULARS,17197.0
3549,23,96,692.2200000000001,3,4,3,343,10,LOYAL,17198.0
3550,53,40,342.63,2,3,2,232,7,REGULARS,17201.0
3551,35,152,3563.8499999999995,3,4,4,344,11,BIG SPENDER,17203.0
3552,174,57,1564.5600000000002,1,3,3,133,7,LOST,17204.0
3553,53,13,384.08,2,1,2,212,5,REGULARS,17205.0
3554,52,7,204.24,2,1,1,211,4,LIGHT,17206.0
3555,26,211,2317.220000000001,3,4,4,344,11,BIG SPENDER,17211.0
3556,252,4,226.85,1,1,1,111,3,LOST,17212.0
3557,39,157,2781.2299999999977,3,4,4,344,11,BIG SPENDER,17213.0
3558,59,103,1069.12,2,4,3,243,9,LOYAL,17214.0
3559,233,9,113.5,1,1,1,111,3,LOST,17217.0
3560,3,274,1960.7200000000003,4,4,4,444,12,STARS,17218.0
3561,31,25,114.23,3,2,1,321,6,LIGHT,17219.0
3562,23,472,3198.2500000000027,3,4,4,344,11,BIG SPENDER,17220.0
3563,6,63,335.13,4,3,2,432,9,ACTIVE,17221.0
3564,64,28,354.15,2,2,2,222,6,REGULARS,17222.0
3565,309,49,426.78999999999985,1,3,2,132,6,LOST,17223.0
3566,308,21,393.48999999999995,1,2,2,122,5,LOST,17226.0
3567,18,47,939.32,3,3,3,333,9,REGULARS,17227.0
3568,15,208,1906.0900000000015,4,4,4,444,12,STARS,17228.0
3569,95,47,318.76000000000005,2,3,2,232,7,REGULARS,17229.0
3570,263,69,3638.4100000000003,1,3,4,134,8,BIG SPENDER,17230.0
3571,11,541,3174.3200000000024,4,4,4,444,12,STARS,17231.0
3572,2,36,421.5200000000001,4,2,2,422,8,ACTIVE,17232.0
3573,34,25,190.88,3,2,1,321,6,LIGHT,17233.0
3574,182,14,149.89,1,1,1,111,3,LOST,17234.0
3575,24,29,550.0600000000001,3,2,2,322,7,REGULARS,17235.0
3576,12,105,916.1300000000002,4,4,3,443,11,LOYAL,17236.0
3577,10,19,314.69,4,2,2,422,8,ACTIVE,17237.0
3578,2,566,3744.65,4,4,4,444,12,STARS,17238.0
3579,312,15,382.50000000000006,1,1,2,112,4,LOST,17239.0
3580,107,40,1135.0399999999997,2,3,3,233,8,REGULARS,17242.0
3581,0,400,8676.849999999997,4,4,4,444,12,STARS,17243.0
3582,52,31,954.8999999999997,2,2,3,223,7,REGULARS,17244.0
3583,204,9,171.45,1,1,1,111,3,LOST,17245.0
3584,14,55,282.18999999999994,4,3,1,431,8,ACTIVE,17247.0
3585,119,69,318.65000000000003,2,3,2,232,7,REGULARS,17248.0
3586,3,57,384.52,4,3,2,432,9,ACTIVE,17250.0
3587,362,39,283.28,1,2,1,121,4,LOST,17251.0
3588,116,87,353.8599999999999,2,3,2,232,7,REGULARS,17252.0
3589,17,18,178.26,4,2,1,421,7,ACTIVE,17253.0
3590,4,112,272.44000000000005,4,4,1,441,9,LOYAL,17254.0
3591,40,78,298.40999999999997,3,3,1,331,7,LIGHT,17255.0
3592,106,16,239.99999999999997,2,1,1,211,4,LIGHT,17256.0
3593,147,124,603.3699999999998,1,4,2,142,7,LOYAL,17259.0
3594,51,12,1253.3600000000001,2,1,3,213,6,REGULARS,17262.0
3595,207,23,63.440000000000005,1,2,1,121,4,LOST,17263.0
3596,138,127,562.8999999999997,2,4,2,242,8,LOYAL,17265.0
3597,1,80,310.63999999999993,4,3,2,432,9,ACTIVE,17266.0
3598,126,38,317.61999999999995,2,2,2,222,6,REGULARS,17267.0
3599,107,6,763.64,2,1,3,213,6,REGULARS,17268.0
3600,41,114,2148.6299999999997,3,4,4,344,11,BIG SPENDER,17272.0
3601,34,27,111.98000000000002,3,2,1,321,6,LIGHT,17274.0
3602,227,69,1065.3500000000001,1,3,3,133,7,LOST,17277.0
3603,240,15,246.04000000000008,1,1,1,111,3,LOST,17278.0
3604,57,9,187.82999999999998,2,1,1,211,4,LIGHT,17279.0
3605,129,94,1703.4100000000003,2,3,4,234,9,BIG SPENDER,17282.0
3606,59,292,1652.580000000002,2,4,4,244,10,BIG SPENDER,17284.0
3607,21,45,153.92000000000004,3,3,1,331,7,LIGHT,17286.0
3608,25,124,1064.1100000000001,3,4,3,343,10,LOYAL,17287.0
3609,8,142,1419.7300000000012,4,4,3,443,11,LOYAL,17288.0
3610,31,111,944.4100000000004,3,4,3,343,10,LOYAL,17289.0
3611,3,102,525.2399999999998,4,4,2,442,10,LOYAL,17290.0
3612,307,1,550.8000000000001,1,1,2,112,4,LOST,17291.0
3613,7,135,1875.1100000000006,4,4,4,444,12,STARS,17293.0
3614,28,69,556.9499999999997,3,3,2,332,8,REGULARS,17295.0
3615,16,51,131.78000000000006,4,3,1,431,8,ACTIVE,17297.0
3616,100,30,498.42,2,2,2,222,6,REGULARS,17298.0
3617,11,57,669.1100000000001,4,3,3,433,10,ACTIVE,17299.0
3618,20,66,197.6300000000001,3,3,1,331,7,LIGHT,17301.0
3619,14,79,1135.6299999999999,4,3,3,433,10,ACTIVE,17302.0
3620,360,53,250.03999999999994,1,3,1,131,5,LOST,17303.0
3621,10,66,8631.310000000003,4,3,4,434,11,BIG SPENDER,17306.0
3622,94,12,82.75,2,1,1,211,4,LIGHT,17309.0
3623,77,55,1384.8500000000001,2,3,3,233,8,REGULARS,17311.0
3624,138,14,644.3,2,1,2,212,5,REGULARS,17312.0
3625,30,24,2328.8399999999997,3,2,4,324,9,BIG SPENDER,17313.0
3626,24,131,2527.92,3,4,4,344,11,BIG SPENDER,17314.0
3627,1,473,6292.259999999996,4,4,4,444,12,STARS,17315.0
3628,45,9,2600.34,3,1,4,314,8,BIG SPENDER,17317.0
3629,99,73,1200.6199999999997,2,3,3,233,8,REGULARS,17320.0
3630,7,107,700.8599999999999,4,4,3,443,11,LOYAL,17321.0
3631,14,200,921.0700000000006,4,4,3,443,11,LOYAL,17323.0
3632,17,50,990.2300000000002,4,3,3,433,10,ACTIVE,17324.0
3633,279,6,96.8,1,1,1,111,3,LOST,17325.0
3634,13,33,523.11,4,2,2,422,8,ACTIVE,17329.0
3635,22,6,363.9,3,1,2,312,6,REGULARS,17330.0
3636,123,1,175.2,2,1,1,211,4,LIGHT,17331.0
3637,85,28,494.24999999999994,2,2,2,222,6,REGULARS,17333.0
3638,301,11,307.02000000000004,1,1,2,112,4,LOST,17334.0
3639,150,543,2027.8700000000033,1,4,4,144,9,BIG SPENDER,17337.0
3641,93,9,243.36,2,1,1,211,4,LIGHT,17339.0
3642,29,407,12353.289999999999,3,4,4,344,11,BIG SPENDER,17340.0
3643,156,183,781.3600000000001,1,4,3,143,8,LOYAL,17341.0
3644,354,17,193.63999999999996,1,2,1,121,4,LOST,17343.0
3645,45,32,160.56999999999994,3,2,1,321,6,LIGHT,17344.0
3646,14,87,537.74,4,3,2,432,9,ACTIVE,17345.0
3647,3,500,2676.559999999999,4,4,4,444,12,STARS,17346.0
3648,85,1,228.96,2,1,1,211,4,LIGHT,17347.0
3649,14,215,1159.5200000000011,4,4,3,443,11,LOYAL,17348.0
3650,178,9,110.75,1,1,1,111,3,LOST,17349.0
3651,7,71,1286.0700000000002,4,3,3,433,10,ACTIVE,17350.0
3652,35,27,587.15,3,2,2,322,7,REGULARS,17351.0
3653,128,8,1740.0,2,1,4,214,7,BIG SPENDER,17353.0
3654,50,16,1393.06,3,1,3,313,7,REGULARS,17354.0
3655,311,19,178.21999999999997,1,2,1,121,4,LOST,17356.0
3656,23,45,388.1399999999999,3,3,2,332,8,REGULARS,17357.0
3657,302,59,365.84999999999985,1,3,2,132,6,LOST,17358.0
3658,10,15,127.85999999999999,4,1,1,411,6,NEW,17359.0
3659,16,132,585.7900000000002,4,4,2,442,10,LOYAL,17360.0
3660,48,29,488.2,3,2,2,322,7,REGULARS,17361.0
3661,238,35,312.22999999999996,1,2,2,122,5,LOST,17362.0
3662,0,411,4481.179999999996,4,4,4,444,12,STARS,17364.0
3663,12,468,4801.559999999999,4,4,4,444,12,STARS,17365.0
3664,237,34,168.4,1,2,1,121,4,LOST,17367.0
3665,22,111,1912.6700000000008,3,4,4,344,11,BIG SPENDER,17368.0
3666,72,33,446.18,2,2,2,222,6,REGULARS,17370.0
3667,16,87,423.8899999999998,4,3,2,432,9,ACTIVE,17371.0
3668,40,253,1342.6800000000012,3,4,3,343,10,LOYAL,17372.0
3669,39,57,646.9200000000001,3,3,2,332,8,REGULARS,17373.0
3670,218,28,495.7699999999999,1,2,2,122,5,LOST,17374.0
3671,198,69,400.09999999999985,1,3,2,132,6,LOST,17375.0
3672,70,24,203.2,2,2,1,221,5,LIGHT,17376.0
3673,23,418,4100.919999999995,3,4,4,344,11,BIG SPENDER,17377.0
3674,10,83,404.66,4,3,2,432,9,ACTIVE,17379.0
3676,64,2,65.4,2,1,1,211,4,LIGHT,17382.0
3677,3,51,199.29000000000002,4,3,1,431,8,ACTIVE,17383.0
3678,18,15,336.40000000000003,3,1,2,312,6,REGULARS,17384.0
3679,14,47,261.11000000000007,4,3,1,431,8,ACTIVE,17385.0
3680,7,28,2686.42,4,2,4,424,10,BIG SPENDER,17386.0
3681,19,78,784.11,3,3,3,333,9,REGULARS,17387.0
3682,77,15,1259.56,2,1,3,213,6,REGULARS,17388.0
3684,163,3,508.8,1,1,2,112,4,LOST,17391.0
3685,306,62,457.91,1,3,2,132,6,LOST,17392.0
3686,218,4,203.86999999999995,1,1,1,111,3,LOST,17394.0
3687,38,27,7330.800000000001,3,2,4,324,9,BIG SPENDER,17396.0
3688,21,92,696.4099999999999,3,3,3,333,9,REGULARS,17397.0
3689,114,38,653.3799999999999,2,2,2,222,6,REGULARS,17398.0
3690,125,213,2129.9600000000023,2,4,4,244,10,BIG SPENDER,17400.0
3691,4,59,2633.85,4,3,4,434,11,BIG SPENDER,17402.0
3692,35,33,281.62000000000006,3,2,1,321,6,LIGHT,17403.0
3694,0,82,1031.41,4,3,3,433,10,ACTIVE,17405.0
3695,332,113,2200.42,1,4,4,144,9,BIG SPENDER,17406.0
3696,162,2,32.65,1,1,1,111,3,LOST,17408.0
3697,184,13,771.8499999999999,1,1,3,113,5,LOST,17409.0
3698,15,64,1214.7199999999996,4,3,3,433,10,ACTIVE,17410.0
3699,11,41,778.9399999999999,4,3,3,433,10,ACTIVE,17411.0
3700,2,66,1258.0600000000002,4,3,3,433,10,ACTIVE,17412.0
3701,43,6,778.0,3,1,3,313,7,REGULARS,17414.0
3702,79,14,507.8399999999999,2,1,2,212,5,REGULARS,17415.0
3703,29,269,6893.420000000002,3,4,4,344,11,BIG SPENDER,17416.0
3704,41,30,463.4600000000001,3,2,2,322,7,REGULARS,17418.0
3705,10,206,4226.57,4,4,4,444,12,STARS,17419.0
3706,49,30,598.8300000000002,3,2,2,322,7,REGULARS,17420.0
3707,15,117,1979.37,4,4,4,444,12,STARS,17422.0
3708,45,26,698.4100000000003,3,2,3,323,8,REGULARS,17423.0
3709,18,43,759.1699999999995,3,3,3,333,9,REGULARS,17425.0
3710,7,271,5037.259999999998,4,4,4,444,12,STARS,17426.0
3711,71,2,100.8,2,1,1,211,4,LIGHT,17427.0
3713,127,39,524.9200000000002,2,2,2,222,6,REGULARS,17429.0
3714,32,14,265.76000000000005,3,1,1,311,5,LIGHT,17430.0
3715,312,43,403.30000000000007,1,3,2,132,6,LOST,17431.0
3716,17,48,365.76000000000005,4,3,2,432,9,ACTIVE,17432.0
3717,87,54,303.16,2,3,1,231,6,LIGHT,17433.0
3718,1,134,2373.8200000000006,4,4,4,444,12,STARS,17434.0
3719,1,9,216.3,4,1,1,411,6,NEW,17436.0
3720,253,17,388.45000000000005,1,2,2,122,5,LOST,17438.0
3721,156,5,186.42,1,1,1,111,3,LOST,17440.0
3722,36,135,2248.560000000001,3,4,4,344,11,BIG SPENDER,17442.0
3723,219,1,534.24,1,1,2,112,4,LOST,17443.0
3724,147,135,2940.0400000000013,1,4,4,144,9,BIG SPENDER,17444.0
3725,176,9,120.9,1,1,1,111,3,LOST,17446.0
3726,39,36,541.53,3,2,2,322,7,REGULARS,17447.0
3727,1,277,2520.8599999999997,4,4,4,444,12,STARS,17449.0
3729,0,100,1721.3999999999999,4,4,4,444,12,STARS,17451.0
3730,17,19,486.71999999999997,4,2,2,422,8,ACTIVE,17453.0
3731,191,61,517.5300000000002,1,3,2,132,6,LOST,17454.0
3732,203,8,131.7,1,1,1,111,3,LOST,17455.0
3733,364,17,249.85999999999999,1,2,1,121,4,LOST,17456.0
3734,126,19,1737.6999999999998,2,2,4,224,8,BIG SPENDER,17457.0
3735,14,54,316.49999999999994,4,3,2,432,9,ACTIVE,17458.0
3736,42,111,657.3,3,4,3,343,10,LOYAL,17459.0
3737,93,29,622.4299999999998,2,2,2,222,6,REGULARS,17460.0
3738,22,111,757.4599999999996,3,4,3,343,10,LOYAL,17461.0
3739,59,27,675.6899999999999,2,2,3,223,7,REGULARS,17462.0
3740,15,215,1896.410000000002,4,4,4,444,12,STARS,17463.0
3741,157,9,289.96000000000004,1,1,1,111,3,LOST,17464.0
3742,9,41,763.2800000000003,4,3,3,433,10,ACTIVE,17466.0
3743,9,5,137.0,4,1,1,411,6,NEW,17468.0
3744,15,88,1870.9699999999996,4,3,4,434,11,BIG SPENDER,17469.0
3745,44,78,1125.0700000000002,3,3,3,333,9,REGULARS,17470.0
3746,190,181,710.2900000000002,1,4,3,143,8,LOYAL,17472.0
3747,78,14,194.36999999999995,2,1,1,211,4,LIGHT,17475.0
3748,77,29,511.82,2,2,2,222,6,REGULARS,17480.0
3749,3,82,1255.5900000000006,4,3,3,433,10,ACTIVE,17481.0
3750,64,21,414.04,2,2,2,222,6,REGULARS,17483.0
3751,260,24,396.87000000000006,1,2,2,122,5,LOST,17486.0
3752,58,29,376.63999999999993,2,2,2,222,6,REGULARS,17489.0
3753,0,76,2092.3199999999997,4,3,4,434,11,BIG SPENDER,17490.0
3754,0,109,3558.8700000000003,4,4,4,444,12,STARS,17491.0
3755,247,12,374.57,1,1,2,112,4,LOST,17492.0
3756,7,27,497.56000000000006,4,2,2,422,8,ACTIVE,17495.0
3757,358,10,271.04999999999995,1,1,1,111,3,LOST,17496.0
3758,75,17,272.21999999999997,2,2,1,221,5,LIGHT,17498.0
3759,289,40,622.88,1,3,2,132,6,LOST,17499.0
3760,16,5,1138.0,4,1,3,413,8,ACTIVE,17500.0
3761,220,18,288.59999999999997,1,2,1,121,4,LOST,17501.0
3762,8,28,689.0999999999999,4,2,3,423,9,ACTIVE,17502.0
3763,2,38,558.9599999999999,4,2,2,422,8,ACTIVE,17503.0
3764,205,127,2997.0300000000007,1,4,4,144,9,BIG SPENDER,17504.0
3765,161,52,1145.84,1,3,3,133,7,LOST,17505.0
3766,75,14,302.2,2,1,1,211,4,LIGHT,17506.0
3767,261,88,605.5799999999999,1,3,2,132,6,LOST,17507.0
3768,280,22,387.31,1,2,2,122,5,LOST,17508.0
3769,57,366,6115.140000000001,2,4,4,244,10,BIG SPENDER,17509.0
3770,24,20,308.48,3,2,2,322,7,REGULARS,17510.0
3772,28,105,2924.990000000001,3,4,4,344,11,BIG SPENDER,17512.0
3773,71,6,513.2,2,1,2,212,5,REGULARS,17513.0
3774,127,40,208.65,2,3,1,231,6,LIGHT,17514.0
3775,30,87,639.0199999999998,3,3,2,332,8,REGULARS,17515.0
3776,14,137,768.0800000000002,4,4,3,443,11,LOYAL,17516.0
3777,308,11,153.94,1,1,1,111,3,LOST,17517.0
3778,16,82,1844.0200000000002,4,3,4,434,11,BIG SPENDER,17519.0
3779,53,30,546.8100000000001,2,2,2,222,6,REGULARS,17520.0
3780,29,45,723.2099999999998,3,3,3,333,9,REGULARS,17521.0
3781,1,73,1070.71,4,3,3,433,10,ACTIVE,17522.0
3782,10,33,652.7400000000001,4,2,2,422,8,ACTIVE,17523.0
3783,360,6,145.0,1,1,1,111,3,LOST,17524.0
3784,359,9,422.70000000000005,1,1,2,112,4,LOST,17525.0
3785,4,19,1195.8999999999999,4,2,3,423,9,ACTIVE,17526.0
3786,53,47,939.37,2,3,3,233,8,REGULARS,17527.0
3787,0,253,3628.5000000000014,4,4,4,444,12,STARS,17528.0
3788,0,394,2385.0000000000023,4,4,4,444,12,STARS,17530.0
3789,189,14,296.70000000000005,1,1,1,111,3,LOST,17531.0
3790,53,9,223.36,2,1,1,211,4,LIGHT,17534.0
3791,279,13,164.39999999999998,1,1,1,111,3,LOST,17535.0
3792,176,3,76.5,1,1,1,111,3,LOST,17536.0
3793,29,75,897.6200000000003,3,3,3,333,9,REGULARS,17537.0
3794,25,9,98.42000000000002,3,1,1,311,5,LIGHT,17538.0
3795,24,25,578.9,3,2,2,322,7,REGULARS,17540.0
3796,269,25,170.75,1,2,1,121,4,LOST,17542.0
3797,42,145,645.9599999999999,3,4,2,342,9,LOYAL,17545.0
3798,233,5,103.3,1,1,1,111,3,LOST,17548.0
3799,23,6,148.86,3,1,1,311,5,LIGHT,17549.0
3800,196,42,267.16000000000014,1,3,1,131,5,LOST,17550.0
3801,358,43,306.84,1,3,2,132,6,LOST,17551.0
3802,59,49,930.41,2,3,3,233,8,REGULARS,17552.0
3803,129,2,1487.6,2,1,3,213,6,REGULARS,17553.0
3804,0,88,1952.4499999999998,4,3,4,434,11,BIG SPENDER,17554.0
3805,19,106,483.25999999999993,3,4,2,342,9,LOYAL,17555.0
3806,205,6,157.9,1,1,1,111,3,LOST,17556.0
3807,13,34,541.4599999999999,4,2,2,422,8,ACTIVE,17557.0
3808,94,26,854.9500000000002,2,2,3,223,7,REGULARS,17560.0
3809,18,46,167.61999999999998,3,3,1,331,7,LIGHT,17561.0
3810,13,63,1122.3799999999997,4,3,3,433,10,ACTIVE,17562.0
3811,23,49,454.0099999999999,3,3,2,332,8,REGULARS,17564.0
3812,7,152,901.2100000000007,4,4,3,443,11,LOYAL,17566.0
3813,6,165,4331.48,4,4,4,444,12,STARS,17567.0
3814,331,29,344.13999999999993,1,2,2,122,5,LOST,17569.0
3815,49,299,1498.5100000000014,3,4,3,343,10,LOYAL,17571.0
3816,70,12,226.75,2,1,1,211,4,LIGHT,17572.0
3817,28,25,380.59999999999997,3,2,2,322,7,REGULARS,17573.0
3818,242,8,185.64999999999998,1,1,1,111,3,LOST,17574.0
3819,7,411,3622.679999999998,4,4,4,444,12,STARS,17576.0
3820,217,5,143.45999999999998,1,1,1,111,3,LOST,17578.0
3821,4,50,448.89999999999986,4,3,2,432,9,ACTIVE,17579.0
3822,252,45,215.72000000000003,1,3,1,131,5,LOST,17580.0
3823,0,440,11045.039999999988,4,4,4,444,12,STARS,17581.0
3824,235,29,175.27,1,2,1,121,4,LOST,17582.0
3825,6,35,1242.3000000000002,4,2,3,423,9,ACTIVE,17584.0
3826,108,214,1133.0700000000004,2,4,3,243,9,LOYAL,17585.0
3827,99,23,1240.2000000000003,2,2,3,223,7,REGULARS,17588.0
3828,59,253,2404.170000000001,2,4,4,244,10,BIG SPENDER,17589.0
3829,1,201,1479.22,4,4,3,443,11,LOYAL,17590.0
3830,72,166,2225.9700000000007,2,4,4,244,10,BIG SPENDER,17591.0
3831,3,213,3927.3399999999997,4,4,4,444,12,STARS,17593.0
3832,84,50,993.1799999999995,2,3,3,233,8,REGULARS,17594.0
3833,11,83,388.7900000000001,4,3,2,432,9,ACTIVE,17595.0
3834,22,270,2827.929999999999,3,4,4,344,11,BIG SPENDER,17596.0
3835,213,55,2044.3700000000003,1,3,4,134,8,BIG SPENDER,17597.0
